".id","X[[i]]","Package","LibPath","Item","Title"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","google_trends","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","goose","The Save Ruined Relief Pitching. The Goose Egg Can Fix It."
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","hate_crimes","Higher Rates Of Hate Crimes Are Tied To Income Inequality"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","hiphop_cand_lyrics","Hip-Hop Is Turning On Donald Trump"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","hist_ncaa_bball_casts","The NCAA Bracket: Checking Our Work"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","hist_senate_preds","How The FiveThirtyEight Senate Forecast Model Works"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","librarians","Where Are America's Librarians?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","love_actually_adj","The Definitive Analysis Of 'Love Actually,' The Greatest Christmas Movie Of Our Time"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","love_actually_appearance","The Definitive Analysis Of 'Love Actually,' The Greatest Christmas Movie Of Our Time"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mad_men","""Mad Men"" Is Ending. What's Next For The Cast?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","male_flight_attend","Dear Mona, How Many Flight Attendants Are Men?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mayweather_mcgregor_tweets","Mayweather Vs McGregor Tweets"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mediacloud_hurricanes","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mediacloud_online_news","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mediacloud_states","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mediacloud_trump","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mlb_as_play_talent","The Best MLB All-Star Teams Ever"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mlb_as_team_talent","The Best MLB All-Star Teams Ever"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","mlb_elo","MLB Elo"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","murder_2015_final","A Handful Of Cities Are Driving 2016's Rise In Murder"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","murder_2016_prelim","A Handful Of Cities Are Driving 2016's Rise In Murder"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nba_carmelo","The Complete History Of The NBA 2017-18 NBA Predictions"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nba_draft_2015","Projecting The Top 50 Players In The 2015 NBA Draft Class"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nba_tattoos","Accurately Counting NBA Tattoos Isn't Easy, Even If You're Up Close"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nfl_elo","The Complete History Of The NFL 2017 NFL Predictions"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nfl_fandom_google","How Every NFL Team’s Fans Lean Politically"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nfl_fandom_surveymonkey","How Every NFL Team’s Fans Lean Politically"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nfl_fav_team","The Rams Are Dead To Me, So I Answered 3,352 Questions To Find A New NFL Team"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nfl_suspensions","The NFL's Uneven History Of Punishing Domestic Violence"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nfltix_div_avgprice","Who Goes To Meaningless NFL Games And Why?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nfltix_usa_avg","Who Goes To Meaningless NFL Games And Why?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nflwr_aging_curve","The Football Hall Of Fame Has A Receiver Problem"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nflwr_hist","The Football Hall Of Fame Has A Receiver Problem"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","nutrition_pvalues","You Can't Trust What You Read About Nutrition"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","police_deaths","The Dallas Shooting Was Among The Deadliest For Police In U.S. History"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","police_killings","Where Police Have Killed Americans In 2015"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","police_locals","Most Police Don't Live In The Cities They Serve"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","pres_2016_trail","The Last 10 Weeks Of 2016 Campaign Stops In One Handy Gif"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","pres_commencement","Sitting Presidents Give Way More Commencement Speeches Than They Used To"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","pulitzer","Do Pulitzers Help Newspapers Keep Readers?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","ratings","An Inconvenient Sequel"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","riddler_castles","Can You Rule Riddler Nation?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","riddler_castles2","The Battle For Riddler Nation, Round 2"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","riddler_pick_lowest","Pick A Number, Any Number"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","san_andreas","The Rock Isn't Alone: Lots Of People Are Worried About 'The Big One'"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","sandy_311","The (Very) Long Tail Of Hurricane Recovery"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","senate_polls","Early Senate Polls Have Plenty to Tell Us About November"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","senators","Senator Dataset"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","spi_global_rankings","Current SPI ratings and rankings for men's club teams"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","spi_matches","Match-by-match SPI ratings and forecasts back to 2016"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","steak_survey","How Americans Like Their Steak"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tarantino","A Complete Catalog Of Every Time Someone Cursed Or Bled Out In A Quentin Tarantino Movie"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tennis_events_time","Why Some Tennis Matches Take Forever"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tennis_players_time","Why Some Tennis Matches Take Forever"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tennis_serve_time","Why Some Tennis Matches Take Forever"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tenth_circuit","For A Trump Nominee, Neil Gorsuch’s Record Is Surprisingly Moderate On Immigration"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","trump_approval_poll","How Popular is Donald Trump"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","trump_approval_trend","How Popular is Donald Trump"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","trump_news","How Trump Hacked The Media"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","trump_twitter","The World's Favorite Donald Trump Tweets"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","trumpworld_issues","What the World Thinks of Trump"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","trumpworld_polls","What the World Thinks of Trump"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tv_hurricanes","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tv_hurricanes_by_network","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","tv_states","The Media Really Started Paying Attention to Puerto Rico When Trump Did"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","twitter_presidents","The Worst Tweeter in Politics Isn't Trump"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","undefeated","Mayweather Is Defined By The Zero Next To His Name"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","unisex_names","The Most Common Unisex Names In America: Is Yours One Of Them?"
"results",NA,"fivethirtyeight","C:/Users/Limin/Documents/R/win-library/3.5","weather_check","Where People Go To Check The Weather"
